date,order_id,category_level_1,category_level_2,category_level_3,cost_centre,plant,plant_id,region,amount,unit_price,total,ai_result,description,supplier,supplier_country
2024-03-17,ORD-2024-00535-GS,Direct,Hydraulic Systems,Hydraulic cylinder,CC-100-Production,Brazil Plant,PLANT-BR,South America,77,2352.21,181120.17,"{""description"":""High-performance hydraulic pumps and valves for industrial applications."",""supplier"":""Sogefi"",""supplier_country"":""BR""}",High-performance hydraulic pumps and valves for industrial applications.,Sogefi,BR
2025-12-20,ORD-2025-03242-LO,Indirect,Facilities & Utilities,Water & sewage,CC-200-Maintenance,Germany-North,PLANT-DE-N,Europe,81,2951.0,239031.0,"{""description"":""Comprehensive energy and utility services for industrial facilities."",""supplier"":""RWE AG"",""supplier_country"":""DE""}",Comprehensive energy and utility services for industrial facilities.,RWE AG,DE
2025-10-25,ORD-2025-05040-PV,Direct,Blades & Hub Parts,Blade shear web,CC-300-Engineering,US-East Plant,PLANT-US-E,North America,8,833.78,6670.24,null,null,null,null
2024-10-22,ORD-2024-04461-NM,Direct,Bearings & Seals,Oil seal,CC-100-Production,Germany-North,PLANT-DE-N,Europe,90,2015.53,181397.7,"{""description"":""High-performance industrial bearings and seals for heavy machinery."",""supplier"":""SKF Deutschland GmbH"",""supplier_country"":""DE""}",High-performance industrial bearings and seals for heavy machinery.,SKF Deutschland GmbH,DE
2024-03-23,ORD-2024-01497-FR,Direct,Hydraulic Systems,Hydraulic filter,CC-100-Production,Germany-North,PLANT-DE-N,Europe,78,1255.59,97936.02,"{""description"":""Advanced hydraulic systems for heavy machinery."",""supplier"":""Bosch Rexroth AG"",""supplier_country"":""DE""}",Advanced hydraulic systems for heavy machinery.,Bosch Rexroth AG,DE
2025-08-12,ORD-2025-02871-MQ,Direct,Raw Materials,Epoxy resin,CC-100-Production,Vietnam Plant,PLANT-VN,Asia,6,3816.73,22900.38,"{""description"":""High-quality rice, essential raw material for food processing"",""supplier"":""Vietnam Rice Export Co., Ltd."",""supplier_country"":""VN""}","High-quality rice, essential raw material for food processing","Vietnam Rice Export Co., Ltd.",VN
2024-10-11,ORD-2024-07701-JI,Direct,Castings & Forgings,Housing casting,CC-100-Production,Brazil Plant,PLANT-BR,South America,63,4845.43,305262.09,"{""description"":""High-quality castings and forgings for industrial applications"",""supplier"":""Fundição e Forjados do Brasil"",""supplier_country"":""BR""}",High-quality castings and forgings for industrial applications,Fundição e Forjados do Brasil,BR
2025-11-17,ORD-2025-06562-VO,Direct,Sub-Assemblies,Nacelle subsystem,CC-100-Production,Germany-South,PLANT-DE-S,Europe,89,2479.87,220708.43,"{""description"":""High-performance automotive sub-assemblies for powertrain and chassis systems."",""supplier"":""ZF Friedrichshafen AG"",""supplier_country"":""DE""}",High-performance automotive sub-assemblies for powertrain and chassis systems.,ZF Friedrichshafen AG,DE
2025-04-10,ORD-2025-08432-VA,Direct,Blades & Hub Parts,Pitch bearing,CC-300-Engineering,US-East Plant,PLANT-US-E,North America,99,2023.85,200361.15,"{""description"":""High‑performance turbine blades and hub components for industrial use"",""supplier"":""Baldor Electric"",""supplier_country"":""US""}",High‑performance turbine blades and hub components for industrial use,Baldor Electric,US
2025-07-09,ORD-2025-08168-QT,Direct,Raw Materials,Aluminum ingot,CC-100-Production,Vietnam Plant,PLANT-VN,Asia,47,3115.06,146407.82,"{""description"":""High-quality raw materials for industrial production"",""supplier"":""Vietnam Steel Group"",""supplier_country"":""VN""}",High-quality raw materials for industrial production,Vietnam Steel Group,VN
2024-07-27,ORD-2024-00473-ZP,Direct,Sub-Assemblies,Nacelle subsystem,CC-100-Production,Germany-South,PLANT-DE-S,Europe,90,2426.14,218352.6,"{""description"":""High-precision automotive sub-assemblies for powertrain and chassis systems."",""supplier"":""ZF Friedrichshafen AG"",""supplier_country"":""DE""}",High-precision automotive sub-assemblies for powertrain and chassis systems.,ZF Friedrichshafen AG,DE
2024-09-02,ORD-2024-01859-LD,Indirect,Safety & PPE,Hardhat,CC-200-Maintenance,Vietnam Plant,PLANT-VN,Asia,53,470.58,24940.74,"{""description"":""High-quality protective gear for industrial safety and compliance."",""supplier"":""Viet Nam Safety Equipment Co., Ltd."",""supplier_country"":""VN""}",High-quality protective gear for industrial safety and compliance.,"Viet Nam Safety Equipment Co., Ltd.",VN
2024-06-06,ORD-2024-07906-ZG,Direct,Blades & Hub Parts,Hub flange,CC-300-Engineering,Brazil Plant,PLANT-BR,South America,35,2080.37,72812.95,"{""description"":""Durable blades and hub parts for heavy machinery and industrial applications."",""supplier"":""Siderúrgica de Minas Gerais"",""supplier_country"":""BR""}",Durable blades and hub parts for heavy machinery and industrial applications.,Siderúrgica de Minas Gerais,BR
2025-07-18,ORD-2025-01144-HU,Direct,Packaging Materials,Export crate,CC-700-Logistics,Vietnam Plant,PLANT-VN,Asia,96,4397.23,422134.08,"{""description"":""High-quality recyclable packaging materials for industrial and consumer use."",""supplier"":""Viet Nam Packaging Materials Co., Ltd."",""supplier_country"":""VN""}",High-quality recyclable packaging materials for industrial and consumer use.,"Viet Nam Packaging Materials Co., Ltd.",VN
2025-02-28,ORD-2025-09617-PR,Direct,Fasteners,Locknut,CC-100-Production,US-East Plant,PLANT-US-E,North America,37,3631.62,134369.94,"{""description"":""Durable fasteners for heavy-duty machinery."",""supplier"":""Fastenal"",""supplier_country"":""US""}",Durable fasteners for heavy-duty machinery.,Fastenal,US
2024-06-01,ORD-2024-06181-LI,Direct,Bearings & Seals,Deep groove ball bearing,CC-100-Production,Germany-North,PLANT-DE-N,Europe,71,3815.55,270904.05,"{""description"":""High-performance industrial bearings and seals for heavy machinery."",""supplier"":""SKF Deutschland GmbH"",""supplier_country"":""DE""}",High-performance industrial bearings and seals for heavy machinery.,SKF Deutschland GmbH,DE
2024-07-12,ORD-2024-06731-BT,Non-Procureable,Government Services & Taxes,Regulatory fee,CC-800-Admin,Germany-South,PLANT-DE-S,Europe,1,117547.66,117547.66,"{""description"":""Comprehensive tax advisory and compliance services for government entities."",""supplier"":""KPMG Germany"",""supplier_country"":""DE""}",Comprehensive tax advisory and compliance services for government entities.,KPMG Germany,DE
2025-12-23,ORD-2025-08116-ZD,Indirect,Subscriptions & Data Services,Industry standards subscription,CC-400-IT,Brazil Plant,PLANT-BR,South America,84,4904.19,411951.96,"{""description"":null,""supplier"":""Embratel"",""supplier_country"":""BR""}",null,Embratel,BR
2025-08-27,ORD-2025-00252-SK,Direct,Components,Industrial fan,CC-100-Production,US-East Plant,PLANT-US-E,North America,68,4552.66,309580.88,"{""description"":""Precision analog components for automotive electronics."",""supplier"":""Texas Instruments"",""supplier_country"":""US""}",Precision analog components for automotive electronics.,Texas Instruments,US
2025-11-01,ORD-2025-06513-QW,Non-Procureable,Payroll,Management salaries,CC-600-HR,Germany-North,PLANT-DE-N,Europe,1,169942.06,169942.06,"{""description"":null,""supplier"":""ADP Deutschland GmbH"",""supplier_country"":""DE""}",null,ADP Deutschland GmbH,DE
2025-11-21,ORD-2025-07995-WA,Indirect,Subscriptions & Data Services,Industry standards subscription,CC-400-IT,Brazil Plant,PLANT-BR,South America,92,4437.76,408273.92,"{""description"":""Comprehensive data subscription services for enterprise solutions."",""supplier"":""Embratel"",""supplier_country"":""BR""}",Comprehensive data subscription services for enterprise solutions.,Embratel,BR
2024-03-11,ORD-2024-01613-TS,Direct,Blades & Hub Parts,Blade shear web,CC-300-Engineering,Brazil Plant,PLANT-BR,South America,12,2172.69,26072.28,"{""description"":""High‑performance blades and hub components for automotive and industrial use"",""supplier"":""Siderúrgica do Brasil"",""supplier_country"":""BR""}",High‑performance blades and hub components for automotive and industrial use,Siderúrgica do Brasil,BR
2024-04-12,ORD-2024-04807-JL,Direct,Blades & Hub Parts,Blade shear web,CC-300-Engineering,US-East Plant,PLANT-US-E,North America,42,3981.74,167233.08,"{""description"":""High-performance turbine blades and hub components for wind energy applications."",""supplier"":""GE Renewable Energy"",""supplier_country"":""US""}",High-performance turbine blades and hub components for wind energy applications.,GE Renewable Energy,US
2024-09-07,ORD-2024-09986-WQ,Direct,Castings & Forgings,Tower flange,CC-100-Production,US-West Plant,PLANT-US-W,North America,22,879.47,19348.34,"{""description"":""Precision steel forgings for automotive parts"",""supplier"":""Nucor"",""supplier_country"":""US""}",Precision steel forgings for automotive parts,Nucor,US
2024-09-03,ORD-2024-07530-GA,Direct,Castings & Forgings,Gear blank,CC-100-Production,US-West Plant,PLANT-US-W,North America,60,3191.33,191479.8,"{""description"":""Precision steel forgings for automotive applications"",""supplier"":""Nucor"",""supplier_country"":""US""}",Precision steel forgings for automotive applications,Nucor,US
2025-04-21,ORD-2025-09627-HZ,Indirect,Events & Conferences,Conference registration,CC-500-Sales,US-East Plant,PLANT-US-E,North America,57,4726.45,269407.65,"{""description"":""Comprehensive event planning and conference coordination services."",""supplier"":""Eventbrite"",""supplier_country"":""US""}",Comprehensive event planning and conference coordination services.,Eventbrite,US
2025-12-07,ORD-2025-06249-OO,Direct,Blades & Hub Parts,Blade shear web,CC-300-Engineering,Germany-South,PLANT-DE-S,Europe,62,537.73,33339.26,"{""description"":""High-performance blades and hub components for automotive applications."",""supplier"":""ZF Friedrichshafen AG"",""supplier_country"":""DE""}",High-performance blades and hub components for automotive applications.,ZF Friedrichshafen AG,DE
2025-12-17,ORD-2025-00804-XT,Direct,Hydraulic Systems,Hydraulic cylinder,CC-100-Production,US-East Plant,PLANT-US-E,North America,73,4326.01,315798.73,"{""description"":""High-performance hydraulic system components for industrial applications."",""supplier"":""Parker Hannifin"",""supplier_country"":""US""}",High-performance hydraulic system components for industrial applications.,Parker Hannifin,US
2024-10-20,ORD-2024-04107-RS,Indirect,Travel & Entertainment,Taxi/ride share,CC-800-Admin,US-West Plant,PLANT-US-W,North America,82,954.71,78286.22,"{""description"":""Premium corporate travel booking and expense management services"",""supplier"":""Expedia Group Inc."",""supplier_country"":""US""}",Premium corporate travel booking and expense management services,Expedia Group Inc.,US
2025-11-06,ORD-2025-07223-AJ,Indirect,Professional Services,Legal advice,CC-900-Projects,Brazil Plant,PLANT-BR,South America,83,201.92,16759.36,"{""description"":""Professional consulting services for business optimization"",""supplier"":""Accenture Brazil"",""supplier_country"":""BR""}",Professional consulting services for business optimization,Accenture Brazil,BR
2024-05-14,ORD-2024-02166-UW,Direct,Blades & Hub Parts,Pitch bearing,CC-300-Engineering,Brazil Plant,PLANT-BR,South America,54,882.32,47645.28,"{""description"":""High-performance blades and hub components for aerospace applications"",""supplier"":""Siderúrgica de Minas Gerais"",""supplier_country"":""BR""}",High-performance blades and hub components for aerospace applications,Siderúrgica de Minas Gerais,BR
2025-01-09,ORD-2025-04836-TI,Direct,Blades & Hub Parts,Blade shear web,CC-300-Engineering,Germany-North,PLANT-DE-N,Europe,62,4837.08,299898.96,"{""description"":""High-performance blades and hub parts for automotive and industrial applications."",""supplier"":""Schaeffler AG"",""supplier_country"":""DE""}",High-performance blades and hub parts for automotive and industrial applications.,Schaeffler AG,DE
2024-04-27,ORD-2024-06512-ZU,Direct,Components,Control PCB,CC-100-Production,US-West Plant,PLANT-US-W,North America,87,3622.46,315154.02,"{""description"":""High-performance analog and digital integrated circuits for industrial applications."",""supplier"":""Texas Instruments"",""supplier_country"":""US""}",High-performance analog and digital integrated circuits for industrial applications.,Texas Instruments,US
2025-01-09,ORD-2025-06039-RR,Direct,Hydraulic Systems,Hydraulic pump,CC-100-Production,Germany-North,PLANT-DE-N,Europe,69,622.33,42940.77,"{""description"":""High-performance hydraulic components for industrial machinery."",""supplier"":""Bosch Rexroth AG"",""supplier_country"":""DE""}",High-performance hydraulic components for industrial machinery.,Bosch Rexroth AG,DE
2025-08-21,ORD-2025-09199-IP,Direct,Electrical Assemblies,Control cabinet,CC-100-Production,Brazil Plant,PLANT-BR,South America,30,2360.03,70800.9,"{""description"":""High-quality electrical assemblies for industrial automation and control systems."",""supplier"":""Eletrônica Industrial Ltda."",""supplier_country"":""BR""}",High-quality electrical assemblies for industrial automation and control systems.,Eletrônica Industrial Ltda.,BR
2025-10-25,ORD-2025-02291-BA,Direct,Bearings & Seals,Oil seal,CC-100-Production,Germany-North,PLANT-DE-N,Europe,84,2044.44,171732.96,"{""description"":""High-performance industrial bearings and seals for heavy machinery."",""supplier"":""SKF Deutschland GmbH"",""supplier_country"":""DE""}",High-performance industrial bearings and seals for heavy machinery.,SKF Deutschland GmbH,DE
2025-05-19,ORD-2025-08851-KT,Direct,Packaging Materials,Export crate,CC-700-Logistics,US-West Plant,PLANT-US-W,North America,50,2270.95,113547.5,"{""description"":""High-quality corrugated cardboard boxes for shipping and storage."",""supplier"":""WestRock"",""supplier_country"":""US""}",High-quality corrugated cardboard boxes for shipping and storage.,WestRock,US
2024-06-07,ORD-2024-04584-AJ,Indirect,Logistics & Freight,Container rental,CC-700-Logistics,Vietnam Plant,PLANT-VN,Asia,53,4695.57,248865.21,"{""description"":""Comprehensive freight forwarding and logistics solutions across Vietnam and Southeast Asia."",""supplier"":""Viet Nam Shipping Co., Ltd."",""supplier_country"":""VNM""}",Comprehensive freight forwarding and logistics solutions across Vietnam and Southeast Asia.,"Viet Nam Shipping Co., Ltd.",VNM
